uniq_tow,Survey,Season,Year,Tow_Number,Region,Depth_Stra,Grid,Start_Lati,Start_Long,End_Latitu,End_Longit,Start_Date,Tow_Time,Start_Dept,End_Depth_,Tow_Type,Tow_Length,Bottom_Wat,Bottom_Sal,Surface_Wa,Surface_Sa,Stratum,Common_Nam,Number_Cau,Weight_kg,Subsample_,Subsample1,Male_Wt_kg,Female_Wt_,Expanded_C,Expanded_W,bathy_depth,habitat,Sed_type,fvcom_surf_temp_c,fvcom_bot_temp_c
FL19_34,FL19,Fall,2019,34,2,3,468,43.642475427999997,-69.70810669,43.629611846899998,-69.70961167,2019-10-02T09:25:00Z,0:19,50.200000000000003,50.000000000000000,R,0.767706721,8.100000000000000,32.670000000000002,14.300000000000001,31.530000000000001,3,Lobster American,118,32.310000000000002,0,0,19.250000000000000,13.060000000000000,124.210526315999999,34.010526315800000,-90.8499985,flat,mud,18.015423187824240,8.228984491347410
FL19_37,FL19,Fall,2019,37,2,3,347,43.686983669100002,-69.65836119,43.699953155499998,-69.65431759,2019-10-02T14:08:00Z,0:19,50.000000000000000,45.200000000000003,R,0.803382024,8.400000000000000,32.539999999999999,13.000000000000000,31.300000000000001,3,Lobster American,318,57.469999999999999,0,0,25.800000000000001,31.670000000000002,334.736842104999994,60.494736842099996,-84.375,flat,mud,18.015423187824240,8.228984491347410
FL01_33,FL01,Fall,2001,33,2,3,199,43.734400000000001,-69.505,43.751100000000001,-69.5043,2001-10-04T12:32:00Z,0:22,59.000000000000000,59.000000000000000,R,1.010000000000000,0,0,0,0,3,Lobster American,1,0.9,0,0,0,0,0.909090909,0.818181818,-109.4700012,flat,mud,15.961970744454376,8.459515360863936
FL02_29,FL02,Fall,2002,29,2,3,199,43.733750000000001,-69.50647,43.748330000000003,-69.5028,2002-10-24T08:15:00Z,0:20,59.000000000000000,60.799999999999997,R,0.92,9.900000000000000,33.439999999999998,11.300000000000001,32.930000000000000,3,Lobster American,2,0.76,0,0,0.36,0.4,2.000000000000000,0.76,-109.0400009,flat,mud,13.897027665234900,10.839005890505705
FL08_33,FL08,Fall,2008,33,2,3,242,43.738500000000002,-69.41063,43.751750000000001,-69.40478,2008-10-10T11:21:00Z,0:20,50.399999999999999,47.299999999999997,R,0.834,8.300000000000001,33.119999999999997,11.900000000000000,32.020000000000003,3,Lobster American,25,6.960000000000000,0,0,3.180000000000000,3.780000000000000,25.000000000000000,6.960000000000000,-95.5,flat,mud,14.506040632521620,8.626689295992854
FL10_34,FL10,Fall,2010,34,2,3,238,43.737079999999999,-69.4978,43.751300000000001,-69.50208,2010-10-14T09:14:00Z,0:20,53.600000000000001,59.399999999999999,R,0.8749,9.600000000000000,33.149999999999999,12.300000000000001,32.270000000000003,3,Lobster American,42,11.460000000000001,0,0,5.400000000000000,6.060000000000000,42.000000000000000,11.460000000000001,-99.6900024,flat,mud,15.136927340965803,13.738017218057287
SP11_44,SP11,Spring,2011,44,2,3,279,43.729116666700001,-69.45118333,43.717983333299998,-69.45303333,2011-05-13T12:16:00Z,0:16,54.200000000000003,56.399999999999999,R,0.6726,4.800000000000000,32.200000000000003,7.300000000000000,29.270000000000000,3,Lobster American,49,14.320000000000000,0,0,8.020000000000000,6.300000000000000,61.250000000000000,17.899999999999999,-99.5199966,flat,mud,8.824115117246187,4.519129662471361
FL11_36,FL11,Fall,2011,36,2,4,476,43.632429999999999,-69.54413,43.641620000000003,-69.5453,2011-10-13T12:30:00Z,0:15,66.700000000000003,57.600000000000001,R,0.55,9.699999999999999,32.979999999999997,0,0,4,Lobster American,4,6.220000000000000,0,0,5.420000000000000,0.8,5.333333333330000,8.293333333330001,-121.3099976,rise,gravel,16.483522951509158,11.941448827326226
SP13_44,SP13,Spring,2013,44,2,3,274,43.716030000000003,-69.5501,43.728929999999998,-69.55257,2013-05-16T13:27:00Z,0:20,49.600000000000001,51.799999999999997,RA,0.7823,5.000000000000000,32.289999999999999,9.000000000000000,31.550000000000001,3,Lobster American,162,26.739999999999998,0,0,14.560000000000000,12.180000000000000,162.000000000000000,26.739999999999998,-89.8799973,crest,mud,9.872752582530538,5.866917355581903
SP14_44,SP14,Spring,2014,44,2,4,237,43.728349999999999,-69.50903,43.741549999999997,-69.50573,2014-05-15T15:06:00Z,0:20,59.200000000000003,58.100000000000001,R,0.8106,4.800000000000000,32.530000000000001,7.900000000000000,31.329999999999998,4,Lobster American,196,42.060000000000002,0,0,22.340000000000000,19.719999999999999,196.000000000000000,42.060000000000002,-107.75,flat,mud,8.172153223652829,-0.0453498
FL14_37,FL14,Fall,2014,37,2,4,237,43.725450000000002,-69.51032,43.738830000000000,-69.50732,2014-10-09T13:33:00Z,0:20,58.600000000000001,57.200000000000003,R,0.8238,8.900000000000000,32.210000000000001,13.300000000000001,32.210000000000001,4,Lobster American,43,10.880000000000001,0,0,6.510000000000000,4.370000000000000,43.000000000000000,10.880000000000001,-107.5100021,flat,mud,18.536153492904717,2.224242400516374
SP15_40,SP15,Spring,2015,40,2,3,274,43.720179999999999,-69.55032,43.730330000000002,-69.55595,2015-05-14T07:24:00Z,0:18,51.600000000000001,38.700000000000003,R,0.7032,4.200000000000000,27.629999999999999,4.400000000000000,24.199999999999999,3,Lobster American,1,0.3,0,0,0,0.3,193.333333333000013,27.466666666700000,-92.7799988,large depression,mud,8.231476179526521,2.230495883801885
SP15_40,SP15,Spring,2015,40,2,3,274,43.720179999999999,-69.55032,43.730330000000002,-69.55595,2015-05-14T07:24:00Z,0:18,51.600000000000001,38.700000000000003,R,0.7032,4.200000000000000,27.629999999999999,4.400000000000000,24.199999999999999,3,Lobster American,173,24.420000000000002,0,0,10.359999999999999,14.060000000000000,0,0,-92.7799988,large depression,mud,8.231476179526521,2.230495883801885
FL15_25,FL15,Fall,2015,25,2,3,274,43.722729999999999,-69.5511,43.731819999999999,-69.55128,2015-10-07T07:38:00Z,0:14,50.200000000000003,52.399999999999999,R,0.5643,9.600000000000000,32.710000000000001,12.900000000000000,12.900000000000000,3,Lobster American,241,45.170000000000002,0,0,22.719999999999999,22.449999999999999,344.285714285999973,64.528571428600003,-92.2600021,flat,mud,16.053858106146073,7.120663269372419
SP16_48,SP16,Spring,2016,48,2,3,279,43.727780000000003,-69.45082,43.713650000000001,-69.45387,2016-05-13T10:58:00Z,0:20,54.399999999999999,56.500000000000000,R,0.86,5.600000000000000,32.560000000000002,8.600000000000000,31.210000000000001,3,Lobster American,124,30.690000000000001,0,0,16.340000000000000,14.350000000000000,124.000000000000000,30.690000000000001,-100.4400024,flat,mud,7.732041472032700,4.017626904030510
FL16_34,FL16,Fall,2016,34,2,4,476,43.636830000000003,-69.54557,43.646169999999998,-69.53903,2016-10-06T09:41:00Z,0:15,70.099999999999994,74.200000000000003,R,0.6458,10.300000000000001,33.100000000000001,13.199999999999999,32.710000000000001,4,Lobster American,13,4.260000000000000,0,0,1.030000000000000,3.230000000000000,17.333333333300001,5.680000000000000,-134.1799927,large depression,mud,16.523207314240150,8.589261704615602
SP17_45,SP17,Spring,2017,45,2,3,274,43.718850000000003,-69.55122,43.732900000000001,-69.55147,2017-05-11T15:31:00Z,0:20,50.799999999999997,53.299999999999997,,0.9,4.900000000000000,31.960000000000001,6.900000000000000,30.760000000000002,3,Lobster American,231,33.939999999999998,0,0,15.580000000000000,18.359999999999999,231.000000000000000,33.939999999999998,-92.2300034,large depression,mud,4.369229644424075,4.475678087469807
FL17_44,FL17,Fall,2017,44,2,3,274,43.714669999999998,-69.55652,43.728380000000001,-69.55642,2017-10-12T15:14:00Z,0:20,47.500000000000000,49.500000000000000,,0.82,9.300000000000001,32.680000000000000,13.500000000000000,31.920000000000002,3,Lobster American,205,35.450000000000003,0,0,18.359999999999999,17.090000000000000,205.000000000000000,35.450000000000003,-87.3000031,slope,mud,16.214693603676082,8.981552127576133
SP18_39,SP18,Spring,2018,39,2,4,277,43.722769999999997,-69.49978,43.709020000000002,-69.50152,2018-05-10T07:53:00Z,0:20,60.299999999999997,56.899999999999999,R,0.83,4.800000000000000,31.230000000000000,8.199999999999999,30.129999999999999,4,Lobster American,1,0.72,0,0,0,0,82.000000000000000,18.520000000000000,-107.3000031,flat,mud,7.361659874233853,5.481419451544733
SP18_39,SP18,Spring,2018,39,2,4,277,43.722769999999997,-69.49978,43.709020000000002,-69.50152,2018-05-10T07:53:00Z,0:20,60.299999999999997,56.899999999999999,R,0.83,4.800000000000000,31.230000000000000,8.199999999999999,30.129999999999999,4,Lobster American,81,17.800000000000001,0,0,9.770000000000000,8.029999999999999,0,0,-107.3000031,flat,mud,7.361659874233853,5.481419451544733
SP18_41,SP18,Spring,2018,41,2,4,476,43.639299999999999,-69.54443,43.628399999999999,-69.54767,2018-05-10T10:57:00Z,0:17,72.500000000000000,68.000000000000000,R,0.68,5.000000000000000,32.640000000000001,8.199999999999999,31.109999999999999,4,Lobster American,41,12.820000000000000,0,0,3.490000000000000,9.330000000000000,48.235294117599999,15.082352941200000,-131.4299927,rocky zone,gravel,7.361659874233853,5.481419451544733
SP18_42,SP18,Spring,2018,42,2,3,274,43.717300000000002,-69.55132,43.728430000000003,-69.55237,2018-05-10T12:55:00Z,0:16,49.500000000000000,50.899999999999999,,0.75,4.700000000000000,32.229999999999997,8.900000000000000,29.989999999999998,3,Lobster American,1,0.25,0,0,0,0,175.000000000000000,27.375000000000000,-90.9800034,large depression,mud,7.361659874233853,5.481419451544733
SP18_42,SP18,Spring,2018,42,2,3,274,43.717300000000002,-69.55132,43.728430000000003,-69.55237,2018-05-10T12:55:00Z,0:16,49.500000000000000,50.899999999999999,,0.75,4.700000000000000,32.229999999999997,8.900000000000000,29.989999999999998,3,Lobster American,139,21.649999999999999,0,0,10.600000000000000,11.050000000000001,0,0,-90.9800034,large depression,mud,7.361659874233853,5.481419451544733
SP18_43,SP18,Spring,2018,43,2,3,237,43.735950000000003,-69.51762,43.747180000000000,-69.51097,2018-05-10T14:08:00Z,0:17,53.000000000000000,50.000000000000000,RA,0,4.800000000000000,32.310000000000002,8.800000000000001,30.270000000000000,3,Lobster American,201,35.979999999999997,0,0,21.480000000000000,14.500000000000000,236.470588235000008,42.329411764699998,-97.1800003,large depression,mud,7.361659874233853,5.481419451544733
FL18_36,FL18,Fall,2018,36,2,4,476,43.636850000000003,-69.54643,43.630920000000003,-69.55055,2018-10-11T10:10:00Z,0:10,71.299999999999997,71.200000000000003,R,0.44,9.699999999999999,33.119999999999997,13.400000000000000,32.490000000000002,4,Lobster American,12,5.600000000000000,0,0,2.100000000000000,3.500000000000000,24.000000000000000,11.199999999999999,-133.4900055,rocky zone,mud,16.179319235306512,13.677040874012667
FL18_37,FL18,Fall,2018,37,2,4,277,43.712949999999999,-69.50218,43.726170000000003,-69.49732,2018-10-12T08:12:00Z,0:20,57.100000000000001,56.100000000000001,R,0.83,10.500000000000000,33.079999999999998,13.400000000000000,32.369999999999997,4,Lobster American,92,23.910000000000000,0,0,13.580000000000000,10.330000000000000,92.000000000000000,23.910000000000000,-107.3399963,slope,mud,16.179319235306512,13.677040874012667
SP19_42,SP19,Spring,2019,42,2,4,276,43.708916700000003,-69.52185,43.721130000000002,-69.515583,2019-05-09T11:43:00Z,0:20,59.399999999999999,60.500000000000000,RA,0.815998125,4.400000000000000,32.430000000000000,7.500000000000000,20.379999999999999,4,Lobster American,77,19.750000000000000,0,0,8.990000000000000,10.760000000000000,77.000000000000000,19.750000000000000,-107.6200027,flat,mud,6.964476349576485,4.452898803218463
FL19_42,FL19,Fall,2019,42,2,4,276,43.720281324299997,-69.51745193,43.706602728900002,-69.52175989,2019-10-03T14:50:00Z,0:20,67.200000000000003,60.399999999999999,R,0.825,7.800000000000000,32.810000000000002,13.100000000000000,31.980000000000000,4,Lobster American,83,17.850000000000001,0,0,10.199999999999999,7.650000000000000,83.000000000000000,17.850000000000001,-114.5,flat,mud,18.015423187824240,8.228984491347410
SP02_36,SP02,Spring,2002,36,2,3,206,43.735799999999998,-69.3396,43.747500000000002,-69.3437,2002-05-17T13:42:00Z,0:20,52.200000000000003,60.799999999999997,RA,0.75,4.900000000000000,32.390000000000001,7.300000000000000,31.570000000000000,3,Lobster American,25,10.740000000000000,0,0,4.760000000000000,5.980000000000000,25.000000000000000,10.740000000000000,-98.1299973,flat,mud,7.652425314908269,6.441390074704060
SP15_48,SP15,Spring,2015,48,2,3,245,43.734180000000002,-69.34048,43.747470000000000,-69.3441,2015-05-15T13:23:00Z,0:20,51.500000000000000,59.500000000000000,R,0.8203,4.300000000000000,32.119999999999997,7.000000000000000,31.739999999999998,3,Lobster American,188,40.149999999999999,0,0,19.250000000000000,20.899999999999999,188.000000000000000,40.149999999999999,-100.0699997,flat,mud,8.231476179526521,2.230495883801885
SP02_23,SP02,Spring,2002,23,2,1,126,43.774999999999999,-70.0681,43.765200000000000,-70.0772,2002-05-15T08:04:00Z,0:21,6.200000000000000,9.300000000000001,R,0.74,7.800000000000000,30.949999999999999,8.500000000000000,28.910000000000000,1,Lobster American,158,31.430000000000000,0,0,19.750000000000000,11.680000000000000,150.476190475999999,29.933333333299998,-14.7849998,flat,mud,7.652425314908269,6.441390074704060
FL02_16,FL02,Fall,2002,16,2,1,150,43.750869999999999,-70.084,43.762520000000002,-70.08403,2002-10-21T07:51:00Z,0:18,14.500000000000000,9.300000000000001,R,0.72,12.199999999999999,31.879999999999999,11.600000000000000,31.890000000000001,1,Lobster American,124,33.159999999999997,0,0,22.480000000000000,10.680000000000000,137.777777778000001,36.844444444399997,-16.2150002,rise,mud,13.897027665234900,10.839005890505705
SP04_23,SP04,Spring,2004,23,2,1,125,43.762999999999998,-70.08233,43.752330000000001,-70.08333,2004-05-10T08:18:00Z,0:19,8.300000000000001,8.000000000000000,R,0.74,6.200000000000000,31.649999999999999,6.900000000000000,31.359999999999999,1,Lobster American,14,2.740000000000000,0,0,1.180000000000000,1.560000000000000,14.736842105299999,2.884210526320000,-17.7775002,rise,mud,6.999285065131764,3.678981734130800
SP04_24,SP04,Spring,2004,24,2,1,104,43.791829999999997,-70.01383,43.781329999999997,-70.022,2004-05-10T09:55:00Z,0:20,7.200000000000000,7.300000000000000,R,0.75,6.500000000000000,31.410000000000000,7.500000000000000,31.100000000000001,1,Lobster American,13,3.180000000000000,0,0,1.600000000000000,1.580000000000000,13.000000000000000,3.180000000000000,-15.7749996,flat,mud,6.999285065131764,3.678981734130800
SP07_25,SP07,Spring,2007,25,2,1,152,43.750019999999999,-70.04833,43.756470000000000,-70.04177,2007-05-14T07:22:00Z,0:12,18.899999999999999,16.199999999999999,R,0.841,5.700000000000000,31.390000000000001,7.900000000000000,29.430000000000000,1,Lobster American,136,33.320000000000000,0,0,19.320000000000000,14.000000000000000,226.666666666999987,55.533333333300000,-34.1399994,large depression,mud,6.846810520544107,4.367951036360283
FL07_22,FL07,Fall,2007,22,2,1,130,43.777949999999997,-70.06028,43.790750000000003,-70.05545,2007-10-08T08:33:00Z,0:20,7.100000000000000,8.000000000000000,R,0.828,13.000000000000000,31.140000000000001,14.199999999999999,31.850000000000001,1,Lobster American,269,46.619999999999997,0,0,28.059999999999999,18.559999999999999,269.000000000000000,46.619999999999997,-13.6374998,flat,mud,14.546909605794067,10.154690724681140
SP08_26,SP08,Spring,2008,26,2,1,155,43.777430000000003,-70.02355,43.764249999999997,-70.03388,2008-05-12T08:26:00Z,0:20,9.000000000000000,11.500000000000000,R,0.909,8.100000000000000,29.530000000000001,8.100000000000000,29.010000000000002,1,Lobster American,92,11.710000000000001,0,0,6.960000000000000,4.750000000000000,92.000000000000000,11.710000000000001,-16.5300007,flat,mud,8.211003315572761,3.821748601517395
FL08_18,FL08,Fall,2008,18,2,1,154,43.773980000000002,-70.03913,43.764530000000001,-70.04038,2008-10-06T08:40:00Z,0:14,9.500000000000000,13.500000000000000,R,0.571,12.300000000000001,31.640000000000001,12.900000000000000,31.739999999999998,1,Lobster American,980,151.159999999999997,0,0,90.780000000000001,60.380000000000003,1400.000000000000000,215.942857142999998,-19.7325001,flat,mud,14.506040632521620,8.626689295992854
FL09_27,FL09,Fall,2009,27,2,1,182,43.763330000000003,-70.08225,43.748899999999999,-70.08685,2009-10-13T09:36:00Z,0:20,8.699999999999999,7.100000000000000,R,0.888,11.500000000000000,31.260000000000002,11.300000000000001,31.239999999999998,1,Lobster American,384,77.200000000000003,0,0,50.399999999999999,26.800000000000001,384.000000000000000,77.200000000000003,-17.6025009,rise,mud,14.147488012483933,10.004069742547314
SP10_29,SP10,Spring,2010,29,2,1,153,43.775280000000002,-70.06885,43.763950000000001,-70.0795,2010-05-11T09:10:00Z,0:20,7.600000000000000,10.400000000000000,R,0.8212,5.900000000000000,31.340000000000000,6.800000000000000,30.609999999999999,1,Lobster American,30,4.980000000000000,0,0,2.660000000000000,2.320000000000000,30.000000000000000,4.980000000000000,-14.3649998,rise,mud,9.754395661691156,3.936576402535890
FL10_22,FL10,Fall,2010,22,2,1,182,43.763179999999998,-70.08045,43.750219999999999,-70.08715,2010-10-12T08:27:00Z,0:20,8.500000000000000,6.800000000000000,R,0.8295,13.100000000000000,31.820000000000000,13.100000000000000,31.629999999999999,1,Lobster American,175,42.859999999999999,0,0,25.460000000000001,17.399999999999999,175.000000000000000,42.859999999999999,-18.4850006,rise,mud,15.136927340965803,13.738017218057287
SP11_26,SP11,Spring,2011,26,2,1,155,43.778750000000002,-70.02571667,43.766866666699997,-70.03435,2011-05-09T09:49:00Z,0:20,7.500000000000000,10.600000000000000,R,0.805,6.300000000000000,30.609999999999999,9.000000000000000,28.270000000000000,1,Lobster American,25,4.200000000000000,0,0,3.000000000000000,1.200000000000000,25.000000000000000,4.200000000000000,-16.3500004,flat,mud,8.824115117246187,4.519129662471361
SP13_27,SP13,Spring,2013,27,2,1,152,43.760179999999998,-70.08513,43.772269999999999,-70.07492,2013-05-13T09:53:00Z,0:20,9.800000000000001,8.699999999999999,R,0.8635,9.000000000000000,31.090000000000000,10.800000000000001,30.239999999999998,1,Lobster American,121,20.559999999999999,0,0,10.820000000000000,9.740000000000000,121.000000000000000,20.559999999999999,-20.4724998,flat,mud,9.872752582530538,5.866917355581903
SP14_27,SP14,Spring,2014,27,2,1,132,43.776130000000002,-70.02635,43.787120000000002,-70.01642,2014-05-12T09:23:00Z,0:20,8.800000000000001,8.400000000000000,R,0.7929,6.300000000000000,31.010000000000002,9.000000000000000,28.719999999999999,1,Lobster American,74,15.039999999999999,0,0,10.359999999999999,4.680000000000000,74.000000000000000,15.039999999999999,-16.1350002,flat,mud,8.172153223652829,-0.0453498
FL14_27,FL14,Fall,2014,27,2,1,132,43.782499999999999,-70.02205,43.791499999999999,-70.01532,2014-10-06T15:22:00Z,0:16,7.000000000000000,6.200000000000000,R,0.6269,14.100000000000000,31.899999999999999,14.500000000000000,31.899999999999999,1,Lobster American,54,13.109999999999999,0,0,8.449999999999999,4.660000000000000,67.500000000000000,16.387499999999999,-16.2525005,flat,mud,18.536153492904717,2.224242400516374
SP16_31,SP16,Spring,2016,31,2,1,130,43.789529999999999,-70.05397,43.776449999999997,-70.0623,2016-05-10T09:15:00Z,0:20,8.800000000000001,6.000000000000000,R,0.86,7.600000000000000,30.620000000000001,8.400000000000000,30.340000000000000,1,Lobster American,37,8.590000000000000,0,0,6.440000000000000,2.150000000000000,37.000000000000000,8.590000000000000,-18.5424995,slope,mud,7.732041472032700,4.017626904030510
FL16_26,FL16,Fall,2016,26,2,1,130,43.776069999999997,-70.064,43.786529999999999,-70.05757,2016-10-04T08:56:00Z,0:18,7.300000000000000,9.300000000000001,R,0.7218,14.400000000000000,31.910000000000000,14.400000000000000,25.829999999999998,1,Lobster American,1,0.69,0,0,0,0.69,242.222222221999999,58.288888888899997,-14.8199997,flat,mud,16.523207314240150,8.589261704615602
FL16_26,FL16,Fall,2016,26,2,1,130,43.776069999999997,-70.064,43.786529999999999,-70.05757,2016-10-04T08:56:00Z,0:18,7.300000000000000,9.300000000000001,R,0.7218,14.400000000000000,31.910000000000000,14.400000000000000,25.829999999999998,1,Lobster American,217,51.770000000000003,0,0,30.350000000000001,21.420000000000002,0,0,-14.8199997,flat,mud,16.523207314240150,8.589261704615602
SP17_33,SP17,Spring,2017,33,2,1,154,43.766050000000000,-70.03937,43.780079999999998,-70.03692,2017-05-09T08:40:00Z,0:20,13.300000000000001,9.800000000000001,R,0.85,6.300000000000000,25.579999999999998,8.100000000000000,28.140000000000001,1,Lobster American,1,0.41,0,0,0,0,56.000000000000000,14.060000000000000,-25.2450008,large depression,mud,4.369229644424075,4.475678087469807
SP17_33,SP17,Spring,2017,33,2,1,154,43.766050000000000,-70.03937,43.780079999999998,-70.03692,2017-05-09T08:40:00Z,0:20,13.300000000000001,9.800000000000001,R,0.85,6.300000000000000,25.579999999999998,8.100000000000000,28.140000000000001,1,Lobster American,55,13.650000000000000,0,0,7.300000000000000,6.350000000000000,0,0,-25.2450008,large depression,mud,4.369229644424075,4.475678087469807
SP18_29,SP18,Spring,2018,29,2,1,153,43.766330000000004,-70.0764,43.753779999999999,-70.08512,2018-05-08T09:14:00Z,0:20,10.000000000000000,8.800000000000001,R,0.86,9.199999999999999,29.870000000000001,7.400000000000000,30.449999999999999,1,Lobster American,4,0.64,0,0,0.55,0.09,4.000000000000000,0.64,-19.6700001,flat,mud,7.361659874233853,5.481419451544733
FL18_25,FL18,Fall,2018,25,2,1,182,43.760869999999997,-70.0803,43.749400000000001,-70.08775,2018-10-08T12:54:00Z,0:18,10.199999999999999,7.500000000000000,R,0.76,14.000000000000000,31.539999999999999,14.100000000000000,31.469999999999999,1,Lobster American,33,8.320000000000000,0,0,5.770000000000000,2.550000000000000,36.666666666700003,9.244444444439999,-19.4325008,rise,mud,16.179319235306512,13.677040874012667
FL19_24,FL19,Fall,2019,24,2,1,130,43.776880879799997,-70.06058483,43.788466178800000,-70.05395936,2019-09-30T07:46:00Z,0:18,5.600000000000000,9.000000000000000,,0.756142338,13.500000000000000,31.640000000000001,13.400000000000000,31.489999999999998,1,Lobster American,73,15.550000000000001,0,0,8.980000000000000,6.570000000000000,81.111111111100001,17.277777777800001,-13.6400003,flat,mud,18.015423187824240,8.228984491347410
SP09_33,SP09,Spring,2009,33,2,1,224,43.746820000000000,-69.87613,43.734900000000003,-69.88348,2009-05-12T11:06:00Z,0:20,10.000000000000000,10.800000000000001,R,0.8,6.100000000000000,31.879999999999999,8.000000000000000,29.600000000000001,1,Lobster American,65,13.300000000000001,0,0,7.320000000000000,5.980000000000000,65.000000000000000,13.300000000000001,-19.9349995,flat,mud,8.493553884065001,4.537325786315659
SP12_29,SP12,Spring,2012,29,2,1,190,43.763219999999997,-69.88013,43.750219999999999,-69.87323,2012-05-07T13:35:00Z,0:20,9.100000000000000,10.199999999999999,R,0.8251,6.900000000000000,31.670000000000002,10.199999999999999,28.750000000000000,1,Lobster American,77,11.140000000000001,0,0,6.940000000000000,4.200000000000000,77.000000000000000,11.140000000000001,-16.4200001,flat,mud,8.037163641132079,7.213597329309883
SP15_27,SP15,Spring,2015,27,2,1,189,43.758530000000000,-69.91493,43.748300000000000,-69.9208,2015-05-11T11:06:00Z,0:17,9.500000000000000,10.900000000000000,R,0.6664,4.800000000000000,31.719999999999999,8.800000000000001,30.210000000000001,1,Lobster American,2,0.41,0,0,0.41,0,2.352941176470000,0.482352941,-19.7674999,slope,mud,8.231476179526521,2.230495883801885
FL00_22,FL00,Fall,2000,22,2,1,108,43.793500000000002,-69.6454,43.807699999999997,-69.6442,2000-11-08T09:00:00Z,0:20,17.000000000000000,21.000000000000000,R,0.87,9.800000000000001,32.789999999999999,10.000000000000000,32.799999999999997,1,Lobster American,113,15.000000000000000,0,0,9.000000000000000,6.000000000000000,113.000000000000000,15.000000000000000,-38.3650017,rocky zone,mud,11.105833062034794,10.130963193899493
FL00_23,FL00,Fall,2000,23,2,2,194,43.741999999999997,-69.6499,43.754199999999997,-69.6477,2000-11-08T10:54:00Z,0:20,34.000000000000000,36.000000000000000,,0.76,10.100000000000000,32.810000000000002,10.100000000000000,32.789999999999999,2,Lobster American,449,106.000000000000000,0,0,47.000000000000000,59.000000000000000,449.000000000000000,106.000000000000000,-65.7574997,flat,mud,11.105833062034794,10.130963193899493
SP01_35,SP01,Spring,2001,35,2,1,108,43.806100000000001,-69.6433,43.783999999999999,-69.6359,2001-05-02T14:31:00Z,0:21,16.899999999999999,0,R,0.84,4.100000000000000,32.180000000000000,7.600000000000000,31.070000000000000,1,Lobster American,2,0.25,0,0,0,0.25,1.904761904760000,0.238095238,-33.2400017,large depression,mud,5.598426457976966,3.768848893818753
FL01_26,FL01,Fall,2001,26,2,2,131,43.780299999999997,-69.6945,43.766300000000001,-69.6975,2001-10-03T07:21:00Z,0:22,27.100000000000001,28.899999999999999,R,0.88,0,0,0,0,2,Lobster American,758,145.199999999999989,0,0,83.400000000000006,61.799999999999997,689.090909090999958,132.000000000000000,-52.3175011,flat,mud,15.961970744454376,8.459515360863936
SP02_33,SP02,Spring,2002,33,2,2,84,43.800199999999997,-69.6948,43.789400000000001,-69.6934,2002-05-16T18:53:00Z,0:20,23.000000000000000,26.000000000000000,R,0.7,5.800000000000000,31.780000000000001,7.300000000000000,29.570000000000000,2,Lobster American,462,66.920000000000002,0,0,38.859999999999999,28.059999999999999,462.000000000000000,66.920000000000002,-51.2825012,flat,mud,7.652425314908269,6.441390074704060
SP02_35,SP02,Spring,2002,35,2,1,159,43.749899999999997,-69.7386,43.760599999999997,-69.7334,2002-05-17T09:57:00Z,0:20,7.000000000000000,8.600000000000000,R,0.72,6.700000000000000,31.449999999999999,7.100000000000000,30.690000000000001,1,Lobster American,262,71.049999999999997,0,0,38.600000000000001,32.450000000000003,262.000000000000000,71.049999999999997,-18.9325008,flat,gravel,7.652425314908269,6.441390074704060
SP03_30,SP03,Spring,2003,30,2,1,130,43.775019999999998,-69.71627,43.763129999999997,-69.7102,2003-05-14T10:15:00Z,0:20,11.500000000000000,15.300000000000001,R,0.83,4.000000000000000,31.770000000000000,5.900000000000000,30.520000000000000,1,Lobster American,69,18.059999999999999,0,0,11.140000000000001,6.920000000000000,69.000000000000000,18.059999999999999,-22.4850006,flat,gravel,6.706623859503717,4.343587274104316
SP03_33,SP03,Spring,2003,33,2,1,86,43.798099999999998,-69.62642,43.789850000000001,-69.63887,2003-05-14T14:55:00Z,0:20,19.500000000000000,21.100000000000001,R,0.75,3.100000000000000,29.809999999999999,6.900000000000000,29.739999999999998,1,Lobster American,116,24.239999999999998,0,0,13.680000000000000,10.560000000000000,116.000000000000000,24.239999999999998,-37.9199982,flat,mud,6.706623859503717,4.343587274104316
SP04_37,SP04,Spring,2004,37,2,1,85,43.809500000000000,-69.64417,43.798830000000002,-69.6455,2004-05-13T07:39:00Z,0:20,17.800000000000001,20.800000000000001,R,0.66,3.700000000000000,32.049999999999997,5.500000000000000,31.670000000000002,1,Lobster American,115,22.960000000000001,0,0,13.039999999999999,9.920000000000000,115.000000000000000,22.960000000000001,-30.7350006,large depression,mud,6.999285065131764,3.678981734130800
SP05_33,SP05,Spring,2005,33,2,2,106,43.783670000000001,-69.70067,43.796169999999996,-69.70033,2005-05-12T13:38:00Z,0:20,26.500000000000000,26.199999999999999,R,0.75,4.500000000000000,31.559999999999999,7.100000000000000,27.430000000000000,2,Lobster American,343,52.810000000000002,0,0,28.489999999999998,24.320000000000000,343.000000000000000,52.810000000000002,-48.6549988,flat,mud,7.301881888623158,3.731471221008748
